OP,NO3,NH3,TP,TKN,TNTP,X16SRNA,MCYE,SUM,wtemp,pH,DO,conduc,turb,chloro,phyco,TN,Max_Depth,LkArea,WtShArea,LkWshRatio,Water,Developed,Barren,Forest,Shrubs,Herbaceous,Agriculture,Wetlands,MusselMass,MusselNum,precip3,temp3,precip5,temp5,precip7,temp7,precip30,temp30,hobotemp,hobolight
-2.1643094285075746,-1.1010007291102109,-1.7727562184969374,-1.5157001606532141,-0.4730149314400043,12.115699837247153,4.640713561128801,1.6542653255384372,-1.4025324396381498,21.7175,8.4925,1.0361296488628746,2.2233920924487713,0.12872228433842678,-0.8386319977650251,-1.2218487496163564,-0.3749449087388372,16,0.36000525298520036,0.6036082455645568,0.42825917,0.43533225275242166,0.08298217178887388,0,0.4064829822559416,0.02171799027504877,0.03533225284806777,0,0.018152350079646423,0,0,0.7398688924178471,12.813839285714286,0.6720978579357174,11.443939393939393,0.6580113966571124,11.962708333333333,0.6016219736590591,13.27560814383924,21.856118545,2.5745434545848878
-1.812479279163537,-0.2317319835484519,-1.1037494375383619,-1.2988639339074735,-0.023994107491870812,27.305872425189587,6.383662071377524,4.298067158757734,-0.04960873333775891,25.26,8.4475,1.5682897478112217,2.9462114694287944,1.2223262109908115,0.03039730085676186,-0.6430185990068688,0.18716806593937274,9,0.44807115173478473,1.675756685140577,0.038922097,0.10793303609663513,0.7099562547022369,7.571296373631982e-4,0.07989820813468684,4.2062757640865466e-4,0.008118112222790852,0.041642130067904425,0.05127450156197407,0,0,0.3247967176217299,NaN,0.4209637116600054,NaN,0.40957930687045807,NaN,0.36897462056712044,NaN,24.0316405525,0.7866785205499655
-1.710522533655398,-1.0655015487564323,-0.8548035938858181,-1.3767507096020994,-0.09231997575758005,22.257214206437293,5.484161186757983,2.2077588831471333,-1.0214041108078198,23.747500000000002,8.39,0.863174103660052,2.828182812752045,1.0392157659039505,-0.48811663902112556,-1.4881166390211256,-0.045516282844447885,12,0.11409176913177617,0.5184237396552399,0.130666908,0.12606112050860485,0.4422750425538755,0.016977928688130084,0.29202037346540827,4.244482172684819e-4,0.014006791169555496,0,0.10823429539715733,0.040285799,0.301029996,1.0170333392987803,NaN,0.8779469516291882,NaN,0.6450946235531642,NaN,0.7992639475516452,NaN,23.4595765625,1.7247097600288372
-1.0834144669976509,-0.6898379347955469,-1.1446322983814778,-1.1206173628256573,0.41659890625755525,43.86839107299936,5.800076267084326,3.529585393049678,0.6386555299563479,23.6025,8.555,0.9562885174336574,2.839169972434377,1.8248414717537007,0.28216877830464154,0.2461291256634363,0.45024910831936105,7,0.21435747846534559,1.6655528500750247,0.014088447,0.0548387791548773,0.518189846418405,0.003360113726401956,0.19327115687015975,5.60018954400326e-4,0.010855752041860822,0.08333512826255518,0.13558920457133972,0,0,0.5093105542918908,15.9,0.45840891149694063,16.058333333333334,0.3848609593911859,15.89375,0.4462357331050638,16.98529569892473,23.751816495,1.8655524531096173
-1.7569619513137056,-0.9074547923943936,-1.9208187539523751,-1.2023862698469243,-0.25609844951482114,10.876431096167938,5.7921615415820655,3.7191132553851087,0.20982942909800723,20.1125,8.0525,0.9024108711664566,2.0917021217171485,1.0083872301141588,0.06445798922691845,-0.3532696137525766,-0.16478519391783872,8,0.7443310125079925,2.210843991668896,0.028176996,0.13826625524840083,0.13826625524840083,0.001261501394699424,0.34934323515204413,0.032720638047405826,0.05849232768529265,0.10855326457333869,0.17309652265041767,2.451095312,3.21212758,0.8162412999917831,13.403125000000001,0.7119587743756053,13.6375,0.6418000108279944,12.921875,0.6177682201876189,14.515940860215053,21.998651135000003,3.007614207440545
-1.9057036025946303,-0.6829818989518885,-1.1137913758325024,-1.2576677176428517,-0.11875803896979525,18.22159513192122,5.46757816118606,2.4576723565189442,-1.2365195947485093,21.5125,8.645,0.9333607267282109,2.500044266598601,0.572581201332486,0.07432874325321276,-0.8860566476931632,-0.011329585535272095,28,0.3325423226552568,2.1663945872792394,0.007897111,0.02214941812367256,0.0748028594861716,8.039716194836313e-4,0.3581425575487068,0.018739238501737268,0.06819019288710627,0.3000824070826073,0.15708935475051458,2.334465413,3.390073424,0.533867343677506,15.024999999999999,0.43158710923045807,14.645833333333334,0.4168831009186481,14.212499999999999,0.6185260695174262,15.499193548387098,22.8931152725,2.975352084854582
-1.834904125245782,-1.0822319975522436,-1.5309147008768795,-1.3516399890190685,-0.20795868928791778,17.891856684981683,4.983186143020118,1.8041880240400205,-0.1797049243362082,21.3025,8.7,0.9701143222850971,2.3144150134136665,1.000542529092294,-0.3979400086720376,-1.2466723333413885,-0.14981341680752525,7,0.4544334837543285,0.9979723753890067,0.206323557,0.22312969619299278,0.11967766520463953,0.0025046281171386534,0.36872481762624093,0.005662637482566081,0.04355874985988534,0.1273004464811625,0.10944135903537401,0.412880358,1.805898653,0.7206760131419874,23.61875,0.658806080285806,23.320833333333333,0.5645181185916897,22.837500000000002,0.5746845527704962,24.583870967741937,22.5750220325,3.1531927889286204
-1.7682756166714835,-0.20725821416525134,-0.7677028786095572,-1.3793435201803792,-0.07636746682295145,43.00442957004219,5.872295554895944,3.2517960570532187,-0.07816817721515289,24.7825,8.46,1.5826882062999785,2.9386497939059897,1.0583311070745047,-0.059234564368782466,-0.6289321377282637,0.1659117300536565,9,0.6857745894539342,1.7138049183810384,0.075888083,0.10041567239086586,0.4957855438098017,0.0018666769300356083,0.14629358785776544,0.0011546455237313332,0.009468093295503887,0.20437225775584905,0.04064352243644705,0.725249891,1.335038979,0.35067192708612394,17.775,0.35498830671070736,18.05,0.3382385446181815,18.14375,0.42055410649902436,19.429032258064517,23.998952850000002,1.4183072399820864
-1.7727562184969374,-0.9421437912581122,-1.4593577455903468,-1.1426675035687315,-0.03515133610115894,14.417491191747486,5.211042367184844,3.7585099335314194,-0.2157850974809646,21.89,8.6525,1.0379242567136262,2.3096514558493193,1.0444417587036494,0.058172865323108044,-0.5426228034760947,0.018076063645795122,6,1.832431960530673,2.7612920108991283,0.116267362,0.22755231513568747,0.09277218850128355,0.0013619800885789353,0.353469407055164,0.041067765276674335,0.04705437925767452,0.005895137696367922,0.23082682698856918,0,0,0.6094610059122672,14.189583333333335,0.5549310119235311,13.802777777777779,0.5548202469867298,13.423958333333333,0.5627130557996116,13.989516129032257,21.262541392499998,3.1224572449553736
-1.738142614370102,-0.9871627752948278,-0.829591588274682,-1.2146701649892329,0.06976056885528652,22.548844423527218,5.999594368925762,3.475510715681133,0.1028868027003232,23.07,8.4375,0.8880390137353426,2.5829265459100417,1.4747260421801167,0.09950799372796502,-0.1366771398795441,0.10831127293280039,8,0.48818974070949533,1.459006276544892,0.074796973,0.06622423541077528,0.04294392359172605,0.004951016538960983,0.17714807405896407,0.016187366131056743,0.00832192141838848,0.5683486076737712,0.11587485517635716,0,0,0.21161195848925898,12.6125,0.29826377942082916,12.4125,0.3963083430762064,13.0375,0.4465667593144107,14.843912783751493,24.07062111,2.1239021498414346
-1.9935339577507682,-0.1819391432422594,-1.025028005701931,-1.4621809049267258,-0.3965849545870715,33.86471161740558,5.164870942652094,3.117492391383449,-1.0136493324825593,21.872500000000002,8.65,0.9927743642553555,2.4253059276703186,0.49345805099518836,-0.2676062401770315,-1.1346985738974562,0.027349607774756597,6,0.8441537930329573,1.8327654706532708,0.089271789,0.0984799953368705,0.07688835827922152,0.001121076233202419,0.5198153864391627,0.009303476791492135,0.057830062317316265,0.18189097894084863,0.054670665661885894,0.533663135,1.762583555,0.7638022240745928,20.76875,0.7099880075527186,21.425,0.7373408848285963,21.767916666666665,0.6050101544709028,23.472261904761904,22.439775715,3.092643227266051
-1.9507819773298183,-1.0592345643687826,-1.1591101217501008,-1.337242168318426,-0.26500026500743784,16.57652929551267,5.3667590685043844,4.229159869969979,-0.6248816534810382,22.42,8.71,0.9717395908877782,2.3842817128855844,1.06707085604537,0.17318626841227402,-0.3098039199714863,-0.1962015920103258,38,1.3149477222985722,2.037783710010093,0.181805641,0.24040320101631762,0.04844012500866024,0.026834907964977516,0.5280723305277127,0.009032281373925291,0.08901313294138019,0.03385299058753606,0.02435103057949041,0.318960229,1.679497705,0.5691787649333068,18.670833333333334,0.5436024793795836,18.3025,0.5010918803770595,18.247857142857143,0.5189878905853706,19.404502508361205,22.146604047500002,3.4176163545965914
-1.8341623753098717,0.03432759448519431,-0.4843910507655197,-1.1456939581989194,0.1347347635963983,39.2666609598813,5.95228204773627,1.3010299956639813,-1.4185424568490914,21.8125,8.725,0.9531554137981108,2.522457275186833,1.0647386923382116,0.12098500031548269,-0.8239087409443188,0.38952046584637745,21,0.11048916824273164,0.39396107133753366,0.196115212,0.11441798944061578,0.10119047618463588,0,0.052910052908726385,0.0019841269843313422,0.007936507933259724,0.6375661375559125,0.08399470899251843,0.302569011,1.457045768,0.07003786660775509,13.33125,0.3046341199328064,12.575,0.39247711297053545,13.23125,0.5593295634482394,14.883333333333333,23.9260786825,1.8247654104180453
-2.0693056123354645,-0.4884508402549345,-1.0912469808154661,-1.21289390696343,-9.782635439391735e-4,20.754067148722008,5.358731315059886,1.8978641535583127,-0.9777541698385144,23.8525,8.64,0.9106244048892012,2.6377498280283236,1.284148632839535,0.09691001300805642,-0.8616973018337185,0.12336155874629633,NaN,0.04884251245105577,0.3839754527714866,0.083772728,0.08442004120369086,0.07343857238006112,0.0048043925874844485,0.1207961564973779,0,0,0.6039807824165708,0.11256005491481492,0.015988105,1.290446851,0.38021124171160603,NaN,0.3044546223142548,NaN,0.3605460815961646,NaN,0.3710281171923726,NaN,24.1619018775,2.034579481777606
-1.7925002766926945,-0.9092130720507324,-1.4222210633047756,-1.0693056123354647,-0.1263888030035327,9.242814918829033,5.752520313529151,2.3985682436017517,-0.4427930583021315,22.16,8.375,0.9523080096621251,2.5806513181480373,1.059184617631371,0.004321373782642578,-0.42887372291568837,-0.05712422544645983,NaN,0.11576674239193474,1.0386320819577541,0.03076136,0.07002360345968227,0.07907159716276932,0,0.1471282454748637,4.917387883076331e-4,0.0042289535799091464,0.6215578284917842,0.07749803304268377,0,0,0.7879915051310249,NaN,0.6588854687298444,NaN,0.5550620437819227,NaN,0.5455800078317457,NaN,23.1983763275,1.902932518215461
-1.8585502265995326,-1.090176630349088,-1.4452080902579514,-1.3098039199714864,-0.3837871377565149,10.331439393939394,4.80428869051915,2.2614252497426466,-0.7280086225316945,22.1575,8.54,1.0225314677988855,2.374308331299816,0.5578078557646042,-0.3532696137525767,-1.2218487496163564,-0.3005959181846625,19,0.940795426549483,1.6450438163212153,0.178992911,0.1824597914415222,0.11837491800335213,0.011491392765794731,0.4102517700795594,0.05537584545694927,0.07964801954577404,0.0066505304585974655,0.13574773224845071,0,0,0.6929570205534956,14.9125,0.5711262770843116,14.133333333333333,0.5506104863678288,13.115625,0.4868188231031413,14.058870967741935,21.570987025,2.995430313468223
